#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 4           71.902            0.000        0.000        0.000        524073                      336979                      
GPU 5           73.125            0.000        0.000        0.000        528769                      330153                      
GPU 6           72.728            0.000        0.000        0.000        518262                      331708                      
GPU 7           72.399            0.000        0.000        0.000        520411                      333315                      
GPU 0           259.301           0.468        0.021        0.282        12838127                    82086241                    
GPU 1           71.530            0.000        0.000        0.000        559685                      341156                      
GPU 2           70.625            0.000        0.000        0.000        525129                      338556                      
GPU 3           70.530            0.000        0.000        0.000        538199                      342205                      
GPU 4           71.991            0.000        0.000        0.000        522509                      335936                      
GPU 5           73.157            0.000        0.000        0.000        529118                      332663                      
GPU 6           72.674            0.000        0.000        0.000        518314                      332266                      
GPU 7           72.370            0.000        0.000        0.000        519882                      332263                      
GPU 0           261.500           0.472        0.022        0.285        12757043                    81762054                    
GPU 1           71.570            0.000        0.000        0.000        450159                      246303                      
GPU 2           70.600            0.000        0.000        0.000        514654                      329651                      
GPU 3           70.533            0.000        0.000        0.000        449623                      243152                      
GPU 4           71.932            0.000        0.000        0.000        244740                      66032                       
GPU 5           73.137            0.000        0.000        0.000        255215                      64458                       
GPU 6           72.668            0.000        0.000        0.000        198627                      18342                       
GPU 7           72.421            0.000        0.000        0.000        242654                      67083                       
GPU 0           260.761           0.472        0.022        0.284        12578601                    81721083                    
GPU 1           71.584            0.000        0.000        0.000        296081                      105331                      
GPU 2           70.609            0.000        0.000        0.000        198629                      13102                       
GPU 3           70.524            0.000        0.000        0.000        294514                      106381                      
GPU 4           71.929            0.000        0.000        0.000        474823                      280910                      
GPU 5           73.131            0.000        0.000        0.000        484219                      280365                      
GPU 6           72.619            0.000        0.000        0.000        519360                      327024                      
GPU 7           72.380            0.000        0.000        0.000        469049                      273568                      
GPU 0           248.577           0.431        0.021        0.265        10783058                    69895183                    
GPU 1           71.559            0.000        0.000        0.000        535058                      337490                      
GPU 2           70.646            0.000        0.000        0.000        524073                      337503                      
GPU 3           70.502            0.000        0.000        0.000        528153                      333239                      
GPU 4           71.939            0.000        0.000        0.000        519890                      332793                      
GPU 5           73.071            0.000        0.000        0.000        533476                      336436                      
GPU 6           72.634            0.000        0.000        0.000        520416                      333318                      
GPU 7           72.392            0.000        0.000        0.000        520409                      332789                      
GPU 0           240.538           0.399        0.020        0.250        8719151                     57154279                    
GPU 1           71.601            0.000        0.000        0.000        540761                      346883                      
GPU 2           70.721            0.000        0.000        0.000        514125                      325455                      
GPU 3           70.505            0.000        0.000        0.000        528237                      327528                      
GPU 4           71.970            0.000        0.000        0.000        520352                      329084                      
GPU 5           73.128            0.000        0.000        0.000        518281                      318096                      
GPU 6           72.705            0.000        0.000        0.000        517795                      327028                      
GPU 7           72.433            0.000        0.000        0.000        507812                      324391                      
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           239.831           0.391        0.020        0.246        8525198                     56328569                    
GPU 1           71.561            0.000        0.000        0.000        534008                      333820                      
GPU 2           70.628            0.000        0.000        0.000        531937                      340125                      
GPU 3           70.561            0.000        0.000        0.000        529293                      329105                      
GPU 4           71.914            0.000        0.000        0.000        514650                      324931                      
GPU 5           73.135            0.000        0.000        0.000        517219                      324375                      
GPU 6           72.703            0.000        0.000        0.000        520927                      329641                      
GPU 7           72.400            0.000        0.000        0.000        509404                      319687                      
GPU 0           269.244           0.482        0.024        0.300        12464421                    78945529                    
GPU 1           71.667            0.000        0.000        0.000        535057                      336965                      
GPU 2           70.560            0.000        0.000        0.000        521986                      335413                      
GPU 3           70.631            0.000        0.000        0.000        534522                      336434                      
GPU 4           71.859            0.000        0.000        0.000        521455                      335408                      
GPU 5           73.132            0.000        0.000        0.000        527194                      329103                      
GPU 6           72.669            0.000        0.000        0.000        519894                      333319                      
GPU 7           72.410            0.000        0.000        0.000        525653                      338032                      
GPU 0           272.578           0.488        0.024        0.303        12803914                    81136696                    
GPU 1           71.705            0.000        0.000        0.000        536553                      339013                      
GPU 2           70.701            0.000        0.000        0.000        528803                      342228                      
GPU 3           70.507            0.000        0.000        0.000        537676                      340108                      
GPU 4           71.981            0.000        0.000        0.000        522511                      336985                      
GPU 5           73.105            0.000        0.000        0.000        532311                      335314                      
GPU 6           72.692            0.000        0.000        0.000        432884                      240549                      
GPU 7           72.523            0.000        0.000        0.000        522494                      334354                      
GPU 0           277.856           0.500        0.025        0.312        12768718                    82202689                    
GPU 1           71.552            0.000        0.000        0.000        245780                      55025                       
GPU 2           70.542            0.000        0.000        0.000        440220                      245789                      
GPU 3           70.427            0.000        0.000        0.000        245252                      51880                       
GPU 4           71.845            0.000        0.000        0.000        198102                      19391                       
GPU 5           73.083            0.000        0.000        0.000        210140                      18341                       
GPU 6           72.672            0.000        0.000        0.000        281435                      101149                      
GPU 7           72.445            0.000        0.000        0.000        198102                      20963                       
GPU 0           274.385           0.492        0.025        0.306        12907828                    81506605                    
GPU 1           71.461            0.000        0.000        0.000        504647                      300797                      
GPU 2           70.645            0.000        0.000        0.000        284056                      105865                      
GPU 3           70.550            0.000        0.000        0.000        499417                      297659                      
GPU 4           71.915            0.000        0.000        0.000        521445                      324396                      
GPU 5           73.131            0.000        0.000        0.000        527190                      324384                      
GPU 6           72.744            0.000        0.000        0.000        521466                      334891                      
GPU 7           72.461            0.000        0.000        0.000        516221                      321262                      
GPU 0           273.236           0.488        0.024        0.303        12797609                    81084890                    
GPU 1           71.475            0.000        0.000        0.000        537672                      339582                      
GPU 2           70.649            0.000        0.000        0.000        520403                      333833                      
GPU 3           70.560            0.000        0.000        0.000        537678                      339586                      
GPU 4           71.867            0.000        0.000        0.000        525126                      339078                      
GPU 5           73.081            0.000        0.000        0.000        528754                      331191                      
GPU 6           72.701            0.000        0.000        0.000        518832                      331214                      
GPU 7           72.396            0.000        0.000        0.000        517779                      330687                      
GPU 0           276.426           0.497        0.024        0.309        13075760                    82608244                    
GPU 1           71.588            0.000        0.000        0.000        543969                      346400                      
GPU 2           70.577            0.000        0.000        0.000        526701                      339604                      
GPU 3           70.527            0.000        0.000        0.000        540283                      342197                      
GPU 4           71.990            0.000        0.000        0.000        518311                      331216                      
GPU 5           72.953            0.000        0.000        0.000        525500                      329551                      
GPU 6           72.667            0.000        0.000        0.000        514128                      326505                      
GPU 7           72.410            0.000        0.000        0.000        517794                      329648                      
GPU 0           273.436           0.488        0.024        0.302        12934097                    81832272                    
GPU 1           71.649            0.000        0.000        0.000        531902                      334338                      
GPU 2           70.656            0.000        0.000        0.000        526182                      339083                      
GPU 3           70.556            0.000        0.000        0.000        532960                      334868                      
GPU 4           71.909            0.000        0.000        0.000        515694                      329121                      
GPU 5           73.125            0.000        0.000        0.000        526150                      328057                      
GPU 6           72.723            0.000        0.000        0.000        525122                      337503                      
GPU 7           72.411            0.000        0.000        0.000        519353                      332260                      
GPU 0           276.867           0.496        0.024        0.307        13140780                    82807251                    
GPU 1           71.424            0.000        0.000        0.000        536105                      338013                      
GPU 2           70.677            0.000        0.000        0.000        525643                      339074                      
GPU 3           70.473            0.000        0.000        0.000        532953                      334864                      
GPU 4           71.893            0.000        0.000        0.000        514128                      327030                      
GPU 5           73.082            0.000        0.000        0.000        527704                      329618                      
GPU 6           72.618            0.000        0.000        0.000        520942                      333319                      
GPU 7           72.382            0.000        0.000        0.000        521986                      334365                      
GPU 0           273.579           0.486        0.024        0.299        12804849                    81370587                    
GPU 1           71.595            0.000        0.000        0.000        542869                      343747                      
GPU 2           70.627            0.000        0.000        0.000        527232                      340132                      
GPU 3           70.531            0.000        0.000        0.000        538723                      341156                      
GPU 4           71.909            0.000        0.000        0.000        524073                      338551                      
GPU 5           73.077            0.000        0.000        0.000        535058                      337490                      
GPU 6           72.731            0.000        0.000        0.000        437086                      244223                      
GPU 7           72.372            0.000        0.000        0.000        515694                      329122                      
GPU 0           272.197           0.485        0.023        0.295        12679221                    82297284                    
GPU 1           71.515            0.000        0.000        0.000        245243                      55022                       
GPU 2           70.707            0.000        0.000        0.000        440221                      246838                      
GPU 3           70.626            0.000        0.000        0.000        245258                      52929                       
GPU 4           71.957            0.000        0.000        0.000        198059                      19386                       
GPU 5           73.076            0.000        0.000        0.000        210139                      18865                       
GPU 6           72.721            0.000        0.000        0.000        281430                      101671                      
GPU 7           72.409            0.000        0.000        0.000        198621                      20962                       
GPU 0           268.303           0.479        0.023        0.293        12740371                    81137926                    
GPU 1           71.642            0.000        0.000        0.000        500965                      297644                      
GPU 2           70.594            0.000        0.000        0.000        284055                      104817                      
GPU 3           70.557            0.000        0.000        0.000        529857                      327230                      
GPU 4           71.976            0.000        0.000        0.000        523615                      337545                      
GPU 5           73.100            0.000        0.000        0.000        530860                      327530                      
GPU 6           72.767            0.000        0.000        0.000        525655                      337509                      
GPU 7           72.401            0.000        0.000        0.000        518840                      323882                      
GPU 0           277.455           0.494        0.024        0.305        13083744                    82581406                    
GPU 1           71.586            0.000        0.000        0.000        543405                      345326                      
GPU 2           70.666            0.000        0.000        0.000        526186                      339610                      
GPU 3           70.500            0.000        0.000        0.000        537154                      339062                      
GPU 4           71.979            0.000        0.000        0.000        517732                      331181                      
GPU 5           73.038            0.000        0.000        0.000        530338                      332247                      
GPU 6           72.710            0.000        0.000        0.000        520405                      332787                      
GPU 7           72.479            0.000        0.000        0.000        521975                      334357                      
GPU 0           273.652           0.490        0.024        0.303        12829580                    81402846                    
GPU 1           71.593            0.000        0.000        0.000        541321                      343238                      
GPU 2           70.585            0.000        0.000        0.000        526168                      339599                      
GPU 3           70.523            0.000        0.000        0.000        539759                      341672                      
GPU 4           71.967            0.000        0.000        0.000        521466                      334367                      
GPU 5           73.120            0.000        0.000        0.000        530854                      333290                      
GPU 6           72.682            0.000        0.000        0.000        519368                      332794                      
GPU 7           72.459            0.000        0.000        0.000        518842                      331220                      
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           273.977           0.488        0.024        0.301        12891614                    81642696                    
GPU 1           71.540            0.000        0.000        0.000        538166                      340611                      
GPU 2           70.588            0.000        0.000        0.000        526176                      338555                      
GPU 3           70.564            0.000        0.000        0.000        535580                      338013                      
GPU 4           71.870            0.000        0.000        0.000        515681                      334878                      
GPU 5           73.091            0.000        0.000        0.000        529292                      331201                      
GPU 6           72.711            0.000        0.000        0.000        519892                      332794                      
GPU 7           72.386            0.000        0.000        0.000        520935                      334363                      
GPU 0           274.588           0.484        0.024        0.299        12791448                    80837133                    
GPU 1           71.473            0.000        0.000        0.000        537129                      339570                      
GPU 2           70.609            0.000        0.000        0.000        519883                      333312                      
GPU 3           70.616            0.000        0.000        0.000        539778                      341684                      
GPU 4           71.899            0.000        0.000        0.000        518319                      331221                      
GPU 5           73.072            0.000        0.000        0.000        533483                      335392                      
GPU 6           72.704            0.000        0.000        0.000        520407                      333312                      
GPU 7           72.428            0.000        0.000        0.000        523019                      334879                      
GPU 0           277.414           0.490        0.024        0.303        12971137                    81883614                    
GPU 1           71.584            0.000        0.000        0.000        536608                      338524                      
GPU 2           70.663            0.000        0.000        0.000        521987                      335413                      
GPU 3           70.475            0.000        0.000        0.000        453292                      247869                      
GPU 4           71.924            0.000        0.000        0.000        517776                      331733                      
GPU 5           73.109            0.000        0.000        0.000        530342                      332249                      
GPU 6           72.700            0.000        0.000        0.000        440230                      247891                      
GPU 7           72.366            0.000        0.000        0.000        520411                      332791                      
GPU 0           278.471           0.492        0.024        0.305        16103898                    81453926                    
GPU 1           71.613            0.000        0.000        0.000        245765                      55546                       
GPU 2           70.578            0.000        0.000        0.000        443374                      249987                      
GPU 3           70.453            0.000        0.000        0.000        318718                      132442                      
GPU 4           71.901            0.000        0.000        0.000        198397                      19368                       
GPU 5           73.124            0.000        0.000        0.000        209623                      18866                       
GPU 6           72.751            0.000        0.000        0.000        281955                      101671                      
GPU 7           72.414            0.000        0.000        0.000        198576                      20957                       
GPU 0           277.349           0.492        0.024        0.302        12994191                    82456567                    
GPU 1           71.529            0.000        0.000        0.000        504635                      300266                      
GPU 2           70.592            0.000        0.000        0.000        285622                      106911                      
GPU 3           70.569            0.000        0.000        0.000        537424                      333634                      
GPU 4           71.907            0.000        0.000        0.000        512102                      323929                      
GPU 5           73.086            0.000        0.000        0.000        531891                      328043                      
GPU 6           72.711            0.000        0.000        0.000        522509                      334888                      
GPU 7           72.417            0.000        0.000        0.000        533056                      344888                      
GPU 0           273.490           0.482        0.023        0.296        12787185                    81104280                    
GPU 1           71.617            0.000        0.000        0.000        539222                      341140                      
GPU 2           70.692            0.000        0.000        0.000        526702                      340128                      
GPU 3           70.413            0.000        0.000        0.000        540300                      342207                      
GPU 4           71.938            0.000        0.000        0.000        519872                      332781                      
GPU 5           73.104            0.000        0.000        0.000        531389                      333821                      
GPU 6           72.658            0.000        0.000        0.000        520416                      333317                      
GPU 7           72.476            0.000        0.000        0.000        519887                      332790                      
GPU 0           272.592           0.483        0.022        0.293        13005301                    82895890                    
GPU 1           71.559            0.000        0.000        0.000        543943                      346908                      
GPU 2           70.655            0.000        0.000        0.000        525642                      338549                      
GPU 3           70.606            0.000        0.000        0.000        539772                      342205                      
GPU 4           71.929            0.000        0.000        0.000        514127                      327553                      
GPU 5           73.083            0.000        0.000        0.000        531378                      333290                      
GPU 6           72.649            0.000        0.000        0.000        514643                      327548                      
GPU 7           72.414            0.000        0.000        0.000        528261                      340120                      
GPU 0           270.201           0.476        0.022        0.289        12778697                    81410023                    
GPU 1           71.497            0.000        0.000        0.000        537658                      339049                      
GPU 2           70.632            0.000        0.000        0.000        524086                      336987                      
GPU 3           70.544            0.000        0.000        0.000        537140                      338529                      
GPU 4           71.939            0.000        0.000        0.000        507232                      323308                      
GPU 5           73.076            0.000        0.000        0.000        530866                      333298                      
GPU 6           72.717            0.000        0.000        0.000        517791                      331219                      
GPU 7           72.485            0.000        0.000        0.000        530334                      346918                      
GPU 0           279.710           0.497        0.025        0.308        13053931                    82541260                    
GPU 1           71.670            0.000        0.000        0.000        538172                      341139                      
GPU 2           70.561            0.000        0.000        0.000        526179                      339605                      
GPU 3           70.457            0.000        0.000        0.000        530869                      338016                      
GPU 4           71.876            0.000        0.000        0.000        520937                      333839                      
GPU 5           73.057            0.000        0.000        0.000        534529                      335390                      
GPU 6           72.705            0.000        0.000        0.000        519883                      332264                      
GPU 7           72.395            0.000        0.000        0.000        519302                      331179                      
GPU 0           279.240           0.491        0.024        0.304        12941688                    81787758                    
GPU 1           71.459            0.000        0.000        0.000        538180                      340096                      
GPU 2           70.501            0.000        0.000        0.000        526168                      339074                      
GPU 3           70.604            0.000        0.000        0.000        450672                      244725                      
GPU 4           71.856            0.000        0.000        0.000        518321                      331746                      
GPU 5           73.079            0.000        0.000        0.000        527706                      330143                      
GPU 6           72.699            0.000        0.000        0.000        425556                      236361                      
GPU 7           72.448            0.000        0.000        0.000        520358                      330661                      
GPU 0           279.783           0.496        0.024        0.306        12767898                    82153459                    
GPU 1           71.581            0.000        0.000        0.000        245240                      55545                       
GPU 2           70.621            0.000        0.000        0.000        438135                      244747                      
GPU 3           70.531            0.000        0.000        0.000        293469                      105334                      
GPU 4           71.898            0.000        0.000        0.000        198627                      19391                       
GPU 5           73.068            0.000        0.000        0.000        210145                      18865                       
GPU 6           72.739            0.000        0.000        0.000        285103                      104293                      
GPU 7           72.467            0.000        0.000        0.000        199412                      20935                       
GPU 0           281.674           0.494        0.025        0.307        12871444                    81683703                    
GPU 1           71.642            0.000        0.000        0.000        504635                      300266                      
GPU 2           70.582            0.000        0.000        0.000        283525                      104815                      
GPU 3           70.619            0.000        0.000        0.000        537148                      339058                      
GPU 4           71.837            0.000        0.000        0.000        512544                      321257                      
GPU 5           73.080            0.000        0.000        0.000        531893                      328044                      
GPU 6           72.720            0.000        0.000        0.000        526175                      337506                      
GPU 7           72.431            0.000        0.000        0.000        514714                      324972                      
